listing-title,agent,area,district,sub-district,land-size,bedroom,bathroom,listing-price,cluster
dijual kebayoran bintaro,ika indayanti ,Bintaro,,Bintaro,300,5,5,7000000000.0,2
dijual rumah baru di freja bsd samping aeon mall tangerang selatan,gatot song ,BSD,,,51,2,2,1350000000.0,0
dijual grand pakis residence,dina ,Pamulang,Pamulang,,36,2,1,435000000.0,0
dijual rumah hommy bagus 3 kamar tidur di sektor 9 bintaro 5 9 m 8030 dz,ade muliana ,Bintaro,,Bintaro,380,3,4,5900000000.0,2
dijual bsd,priscila suandrianne ,BSD,,,60,2,1,890000000.0,0
dijual bsd,priscila suandrianne ,BSD,,,400,5,5,5250000000.0,2
dijual bsd,priscila suandrianne ,BSD,,,120,3,2,2400000000.0,0
dijual rumah bernuansa kayu dengan taman luas dalam komplek perumahan bintaro sektor 9,irwan gunawan ,Bintaro,,Bintaro,55,7,7,12000000000.0,2
dijual bsd,priscila suandrianne ,BSD,,,405,4,4,6300000000.0,2
dijual enchante,lisa ,BSD,,,398,0,0,10942130000.0,1
dijual rumah dijual di bintaro discovery 10429,teddy alfiansyah ,Bintaro,,Bintaro,162,4,3,3150000000.0,0
dijual rumah dijual discovery lumina bintaro jaya 9740,teddy alfiansyah ,Bintaro,,Bintaro,150,4,3,3100000000.0,0
dijual rumah puri bintaro siap huni 10181,teddy alfiansyah ,Bintaro,,Bintaro,160,5,3,2800000000.0,0
dijual rumah dijual bintaro sektor 9 siap huni 9749,teddy alfiansyah ,Bintaro,,Bintaro,150,4,3,2700000000.0,0
dijual rumah dijual bintaro jaya 10527,teddy alfiansyah ,Bintaro,,Bintaro,93,3,3,2500000000.0,0
dijual dijual rumah di ciputat timur 10637,teddy alfiansyah ,,Ciputat,Ciputat,260,4,3,2500000000.0,2
dijual dijual rumah murah graha raya 9802,teddy alfiansyah ,Bintaro,,Bintaro,108,3,2,1350000000.0,0
dijual summarecon serpong cluster ruby,meri bono ,Serpong,Serpong,Serpong,133,4,3,2890000000.0,0
dijual vila limabelas,mercy wahyu ,Pamulang,Pamulang,,87,3,2,920000000.0,0
dijual dijual rumah di alam sutra,meri bono ,Alam Sutera,,,600,8,6,10000000000.0,1
dijual rumah brand new premium quality di sektor 9 bintaro lr10801iq,shanty suntea ,Bintaro,,Bintaro,263,4,4,6850000000.0,2
dijual jual rumah full furnished ciputat timur,murni hastuti erawaty ,,Ciputat,Ciputat,396,5,4,2300000000.0,2
dijual rumah murah dijual cepat cluster alicante gading serpong,apriyanti ,Gading Serpong,Serpong,Serpong,164,4,4,3750000000.0,2
dijual premium quality rumah modern ada swim pool di sektor 9 gb10818iq,shanty suntea ,Bintaro,,Bintaro,350,4,5,6900000000.0,2
dijual rumah hommy nyaman 5 kamar tidur di bintaro jaya sektor 9 6182 dz,ade muliana ,Bintaro,,Bintaro,450,5,5,8000000000.0,1
dijual regensi melati mas,ida maniaz ,BSD,,,100,3,1,1100000000.0,0
dijual townhouse minimalis dekat bintaro jaya,suyatno ,,Ciputat,Ciputat,37,2,1,700000000.0,0
dijual menteng bintaro jaya,mita ,Bintaro,,Bintaro,375,5,6,6900000000.0,2
dijual rumah cluster agnesi dijual cepat sumarecon serpong,apriyanti ,Gading Serpong,Serpong,Serpong,110,2,2,1700000000.0,0
dijual rumah dengan halaman dan taman luas dalam komplek perumahan bintaro sektor 9,irwan gunawan ,Bintaro,,Bintaro,250,5,5,6500000000.0,2
dijual rumah di griya loka bsd,suryanti ,BSD,,,300,4,3,2500000000.0,2
dijual jual cepat rumah lengkong bsd dekat binus international school,ida maniaz ,Serpong,Serpong,Serpong,60,3,1,850000000.0,0
dijual rumah minimalis cantik fully furnished di graha raya rn10843iq,shanty suntea ,Serpong,Serpong,Serpong Utara,98,2,2,2250000000.0,0
dijual dijual cepat rumah baru bagus siap huni di regensi melati mas,johnny halim ,Serpong,Serpong,Serpong Utara,180,5,4,2400000000.0,0
dijual perumahan baru serpong heritage 2 lt 3 kamar 600 jt an hot promo,a luqman t ,,Setu,,52,3,2,600000000.0,0
dijual granada alicante,ezra ebenezer soleman ,Gading Serpong,Serpong,Serpong,286,5,4,6000000000.0,2
dijual rumah brand new mewah area premium di gading serpong sc10846iq,shanty suntea ,Gading Serpong,Serpong,Serpong,525,5,4,7900000000.0,1
dijual the green bsd,marcianus ,BSD,,,350,5,3,4000000000.0,2
dijual bintaro jaya sektor 4,marcianus ,Bintaro,,Bintaro,65,2,1,1100000000.0,0
dijual the green bsd,marcianus ,BSD,,,198,3,3,3200000000.0,2
dijual rumahnya dekat sekolah cikal harga bagus 2 9m di bsd kencanaloka,billy irawan ,BSD,,,220,5,4,2900000000.0,2
dijual rumahnya baru cakep nih 2 15m di bsd nusaloka,billy irawan ,BSD,,,130,4,4,2150000000.0,0
dijual the rempoa residence,suzana ,,Ciputat,Ciputat,200,4,3,6000000000.0,2
dijual merpati ciputat,bilas pambudi ,,Ciputat,Ciputat,252,4,4,4950000000.0,2
dijual cluster milano village,richard allan ,Gading Serpong,Serpong,Serpong,53,2,1,1052800000.0,0
dijual rumah lt 200 full marmer sangat mewah di gading serpong,richard allan ,Gading Serpong,Serpong,Serpong,229,4,4,7699800000.0,2
dijual rumah mewah 7man di matera residences gading serpong bsd,richard allan ,BSD,Serpong,Serpong,229,5,4,7685000000.0,2
dijual rumah cluster gardenia paramount land,richard allan ,BSD,,,41,2,1,971700000.0,0
dijual rumah baru fresco arcadia village gading serpong,richard allan ,Gading Serpong,Serpong,Serpong,120,4,4,2560000000.0,0
dijual rumah murah di amarillo village,richard allan ,Gading Serpong,Serpong,Serpong,41,2,1,918200000.0,0
dijual new fresco rumah minimalis lokasi strategis,richard allan ,BSD,Serpong,Serpong,41,2,2,880000000.0,0
dijual bsd city serpong,dino ,BSD,Serpong,Serpong,70,3,2,850000000.0,0
dijual dijual rumah bagus strategis di pondok aren bintaro,amalia ,Bintaro,,Bintaro,80,3,3,970000000.0,0
dijual rumah hook lokasi strategis di bintaro sektor 9,amalia ,,Pondok Aren,Pondok Aren,234,4,3,3700000000.0,2
dijual bsd city serpong,dino ,BSD,,,84,3,2,850000000.0,0
dijual rumah bagus strategis di pondok cabe tangerang selatan,amalia ,Bintaro,,Bintaro,270,6,4,1500000000.0,2
dijual cluster serpong syariah cicilan 3 jt an,surya yadi ,Serpong,Serpong,Serpong,45,2,1,500000000.0,0
dijual rumah dijual 1 lantai di serpong river side serpong tangerang selatan,astrid ,Serpong,Serpong,Serpong,72,2,1,950000000.0,0
dijual bintaro jaya,olive dirk ,,Pondok Aren,Pondok Aren,350,5,6,3750000000.0,2
dijual rumah cluster cantik dekat xchange mall statiun jurang mangu,dadang rosniandar dadang drd ,,Ciputat,Ciputat,86,4,2,1695000000.0,0
dijual graha bintaro pondok aren,olive dirk ,,Pondok Aren,Pondok Aren,70,3,2,1450000000.0,0
dijual cluster victoria alam sutera,lani ,Alam Sutera,,,193,4,3,4700000000.0,2
dijual kencana loka bsd,olive dirk ,BSD,,,100,3,2,2400000000.0,0
dijual rumah furnished bagus siap huni dalam cluster mahagoni park bintaro,irwan gunawan ,Bintaro,,Bintaro,120,3,2,1800000000.0,0
dijual bintaro jaya sektor 9 taman puri bintaro,vie ,Bintaro,,Bintaro,198,5,3,3199900000.0,2
dijual bukit menteng bintaro jaya sektor 7,amelia putri ,Bintaro,,Bintaro,600,5,4,18000000000.0,1
dijual rumah bagus siap huni harga menarik dilokasi strategis discovery aluvia bintaro,irwan gunawan ,Bintaro,,Bintaro,117,3,3,2550000000.0,0
dijual kebayoran bintaro,ika indayanti ,Bintaro,,Bintaro,248,5,4,8500000000.0,2
dijual di jual rumah mewah cluster di bsd,muklis treo hidayat ,BSD,Serpong,Serpong,65,4,2,900000000.0,0
dijual rumah luas lokasi sangat strategis di villa melati mas blok h,suly ,Serpong,Serpong,Serpong Utara,500,8,5,10000000000.0,1
dijual di jual rumah mewah cluster di cisauk dekat pasar modern,muklis treo hidayat ,BSD,Serpong,Serpong Utara,65,4,2,900000000.0,0
dijual cempaka putih jalan pepaya,olive dirk ,,Ciputat,Ciputat,130,4,3,1850000000.0,0
dijual kebayoran bintaro,ika indayanti ,Bintaro,,Bintaro,400,6,5,5000000000.0,2
dijual di jual rumah cluster di cisauk deket stasiun,muklis treo hidayat ,BSD,Serpong,Serpong,65,4,2,900000000.0,0
dijual alicante gading serpong,oktavia situmeang ,Gading Serpong,Serpong,Serpong,203,5,4,6000000000.0,2
dijual rumah mewah sudah renov dlm cluster kebayoran bintaro 8 5 m 9117 dz,roni ,Bintaro,,Bintaro,300,4,3,8500000000.0,2
dijual dijual rumah serpong park bisa kpr free biaya biaya sampai akad,linda rosalia ,BSD,Serpong,Serpong,55,2,1,1440000000.0,0
dijual dijual cepat rumah 2 lantai the green palapa bintaro,linda rosalia ,Bintaro,,Bintaro,62,3,2,1111500000.0,0
dijual dijual rumah mewah full renovasi graha raya cornelia residence,linda rosalia ,Bintaro,,Bintaro,144,4,3,2000000000.0,0
dijual dijual rumah mewah strategis graha raya cluster venice,linda rosalia ,Bintaro,,Bintaro,105,3,2,2640000000.0,0
dijual dijual rumah mewah strategis puri madani residence,linda rosalia ,,Ciputat,Ciputat,120,4,3,2640000000.0,0
dijual di jual rumah mewah cluster masa kini dekat pasar modern,muklis treo hidayat ,BSD,Serpong,Serpong,65,4,2,900000000.0,0
dijual di jual rumah mewah di cisauk bsd dekat aeon mall,muklis treo hidayat ,BSD,Serpong,Serpong,65,4,2,900000000.0,0
dijual cluster belle legoso,olive dirk ,,Ciputat,Ciputat,84,2,2,1300000000.0,0
dijual di jual rumah mewah cluster di cisauk bsd,muklis treo hidayat ,BSD,,,65,4,2,900000000.0,0
dijual kebayoran bintaro,ika indayanti ,Bintaro,,Bintaro,299,7,5,6500000000.0,2
dijual di jual rumah mewah di dekat pasar modern,muklis treo hidayat ,Bintaro,,Bintaro,65,4,2,900000000.0,0
dijual di jual rumah mewah cluster di cisauk dekat stasiun,muklis treo hidayat ,BSD,,,65,4,2,900000000.0,0
dijual serpong park,olive dirk ,Serpong,Serpong,Serpong,120,4,4,1900000000.0,0
dijual di jual rumah mewah 2 lantai lokasi strategis,muklis treo hidayat ,BSD,Setu,,85,3,2,900000000.0,0
dijual taman tirta golf bsd,teddy wijaya ,BSD,,,450,4,2,9500000000.0,1
dijual di jual rumah cluster mewah 2 lantai,muklis treo hidayat ,BSD,Setu,,85,3,2,900000000.0,0
dijual di jual rumah mewah 2 lantai cluster dekat aeon mall,muklis treo hidayat ,BSD,Serpong,Serpong Utara,85,3,2,900000000.0,0
dijual rumah selangkah ke tangerang selatan,rini herdiyani ,BSD,Serpong,Serpong,45,2,1,300000000.0,0
dijual bintaro,olive dirk ,Bintaro,,Bintaro,148,3,2,1200000000.0,0
dijual di jual rumah cluster 2 lantai lokasi strategis,muklis treo hidayat ,BSD,Serpong,Serpong,85,3,2,900000000.0,0
dijual discovery bintaro,alexa ,Bintaro,,Bintaro,177,4,4,6000000000.0,2
dijual bintaro rumah mewah dan megah digolden prime bintaro dekat stasiun,naya ,Bintaro,,Bintaro,50,3,2,850000000.0,0
dijual discovery bintaro,alexa ,Bintaro,,Bintaro,150,4,4,4500000000.0,2
dijual cassa village bintaro bsd,naya ,BSD,,,45,3,2,600000000.0,0
dijual dijual rumah baru renovasi siap huni lokasi strategis di sektor 5 bintaro jaya 2591 et ia,siti komariah ,Bintaro,,Bintaro,120,3,3,1950000000.0,0
dijual sektor 2 bintaro,siti komariah ,Bintaro,,Bintaro,200,4,3,3200000000.0,2
dijual di jual rumah cluster masa kini di bsd dekat jln toll,muklis treo hidayat ,BSD,Pondok Aren,Pondok Aren,85,3,2,900000000.0,0
dijual di jual rumah mewah lokasi strategis dekat ice bsd,muklis treo hidayat ,BSD,Pondok Aren,Pondok Aren,85,3,2,900000000.0,0
dijual di jual rumah mewah cluster di dekat pasar modern bsd,muklis treo hidayat ,BSD,Pamulang,,85,3,2,900000000.0,0
dijual cluster mennagio gading serpong,gita kumara ,Gading Serpong,Serpong,Serpong,90,2,2,1900000000.0,0
dijual crown phg gading serpong,gita kumara ,Gading Serpong,Serpong,Serpong,700,4,5,13000000000.0,1
dijual di jual rumh cluster 2 lantai depan qbig,muklis treo hidayat ,BSD,Serpong,Serpong,85,3,2,850000000.0,0
dijual rumah dijual di pamulang lestari,eko nugroho ,Pamulang,Pamulang,,60,2,1,565000000.0,0
dijual di jual rumah cluster lokasi strategis depan qbig,muklis treo hidayat ,BSD,Ciputat,Ciputat,85,3,2,900000000.0,0
dijual rumah second murah dekat bintaro jaya di pondo aren,biyantoro ,Bintaro,,Bintaro,53,2,1,685000000.0,0
dijual puri bintaro jaya sektor 9,ika indayanti ,Bintaro,,Bintaro,368,6,4,7750000000.0,1
dijual rumah dijual strozzi summarecon serpong interior tak berperabot,gaspro ,BSD,,,92,3,2,2400000000.0,0
dijual kencana loka brand new house bsd city,thea sutanta ,BSD,,,180,3,2,2850000000.0,0
dijual bintaro river park,thea sutanta ,Bintaro,,Bintaro,600,5,4,7500000000.0,1
dijual mater residence,stephen pratama sanjaya ,Gading Serpong,Serpong,Serpong,432,4,3,12970000000.0,1
dijual dijual rumah full furnish siap huni di discovery bintaro jaya,anda ,Bintaro,,Bintaro,150,5,4,3475000000.0,0
dijual cluster matera residences by paramount land,richard allan ,Gading Serpong,Serpong,Serpong,453,5,4,12985000000.0,1
dijual cluster matera residence launching harga perdana,richard allan ,BSD,Serpong,Serpong,432,4,3,12995000000.0,1
dijual rumah mewah cluster matera residences by paramount land,richard allan ,Gading Serpong,Serpong,Serpong,432,5,4,12965800000.0,1
dijual cluster omaha village,richard allan ,Alam Sutera,,,120,3,3,2387900000.0,0
dijual pasadena grand residence,richard allan ,Gading Serpong,Serpong,Serpong,283,5,5,6934600000.0,2
dijual pasadena grand residence,richard allan ,Gading Serpong,Serpong,Serpong,283,4,4,6958000000.0,2
dijual cluster pasadena grand residence,richard allan ,Gading Serpong,Serpong,Serpong,283,5,4,7850000000.0,2
dijual cluster omaha village,richard allan ,Gading Serpong,Serpong,Serpong,120,3,3,2401500000.0,0
dijual cluster omaha village gading serpong,richard allan ,Gading Serpong,Serpong,Serpong,120,3,3,2401600000.0,0
dijual dijual rumah new menteng village gading serpong,richard allan ,Gading Serpong,Serpong,Serpong,257,4,4,5329900000.0,2
dijual rumah l6 fresco at cluster arcadia village gading serpong,richard allan ,Gading Serpong,Serpong,Serpong,63,2,2,1766980000.0,0
dijual cluster north malibu gading serpong,richard allan ,Gading Serpong,Serpong,Serpong,74,2,2,1689000000.0,0
dijual rumah modern classic 10x20 matera signature residence,richard allan ,Gading Serpong,Serpong,Serpong,229,5,5,7690000000.0,2
dijual cluster pasadena grand residence,richard allan ,Gading Serpong,Serpong,Serpong,283,5,4,6934600000.0,2
dijual cluster pertama matera residences gading serpong,richard allan ,Gading Serpong,Serpong,Serpong,432,4,4,11585000000.0,1
dijual pasadena grand residence,richard allan ,Gading Serpong,Serpong,Serpong,283,5,4,6895000000.0,2
dijual cluster matera illago gading serpong tangerang,richard allan ,BSD,Serpong,Serpong,450,5,4,13685000000.0,1
dijual ruko hampton avenue gading serpong,richard allan ,Gading Serpong,Serpong,Serpong Utara,90,2,2,2468000000.0,0
dijual rumah zuma malibu village gading serpong,richard allan ,BSD,Serpong,Serpong,63,2,2,1399000000.0,0
dijual bintaro jaya sektor 9 puri bintaro10213,wanti ,Bintaro,,Bintaro,90,4,4,2300000000.0,0
dijual greenwich park cluster hylands,riko leo ,BSD,,,70,3,2,1650000000.0,0
dijual bagus sekali kos an nya turun harga rumah di cirendeu sebrang kampus muhammadiyah siap huni full f,zulkifli ,Cirendeu,Ciputat,Ciputat,750,10,10,8500000000.0,1
dijual rumah kasturi hommy nyaman halaman luas siap dihuni 6 7 m 7953 dz,roni ,Bintaro,,Bintaro,350,4,4,6700000000.0,2
dijual camar bintaro jaya,denni yuswanto ,Bintaro,,Bintaro,310,5,4,5800000000.0,2
dijual villa serpong,teguh kusuma widjaja ,Serpong,Serpong,Serpong Utara,182,3,3,2500000000.0,0
dijual di jual rumh cluster 2 lantai di bsd,muklis treo hidayat ,BSD,Serpong,Serpong,85,3,2,900000000.0,0
dijual bintro jaya sektor 9 discovery 10182,wanti ,Bintaro,,Bintaro,192,5,5,5600000000.0,2
dijual bsd delatinos,emilia ,BSD,,,527,4,4,10000000000.0,1
dijual perumahan ayra residnet 4,rohman ,Pamulang,Pamulang,,45,2,1,85000000.0,0
dijual rumah dijual di cluster amari free biaya biaya dp 0 dekat stasiun,yulia rachmawati ,Bintaro,,Bintaro,69,3,2,1350000000.0,0
dijual rumah dijual baru cluster bintaro pondok ranji dekat stasiun mrt,yulia rachmawati ,Bintaro,,Bintaro,230,5,4,2700000000.0,2
dijual the icon bsd,emilia ,BSD,,,200,3,3,3500000000.0,2
dijual eminent bsd,emilia ,BSD,,,171,3,3,3500000000.0,2
dijual rumah di dalam cluster cirendeu ciputat,sari ,,Ciputat,Ciputat,200,6,4,3800000000.0,2
dijual rumah hommy kawasan elite siap huni di sektor 7 7 95 m 5766 dz,roni ,Bintaro,,Bintaro,315,5,3,7950000000.0,2
dijual rumah murah 2 lantai kpr tanpa dp 0 area bsd,afif rediansah ,BSD,Pamulang,Serpong,50,2,2,699000000.0,0
dijual jual rumah murah kpr tanpa dp cicilan 4 jutaan di area bsd city,afif rediansah ,BSD,Serpong,Serpong,50,2,2,699000000.0,0
dijual rumah murah kpr dekat stasiun cisauk tangerang bsd serpong tanpa dp,afif rediansah ,BSD,Serpong,Serpong,50,2,2,699000000.0,0
dijual rumah murah samping tol bsd dekat aeon mall free dp,afif rediansah ,BSD,Serpong,Serpong,50,2,2,699000000.0,0
dijual rumah samping pintu tol stasiun 2 lantai tanpa dp free biaya biaya,afif rediansah ,BSD,,,50,3,2,699000000.0,0
dijual rumah kpr cicilan syariah dekat pasar modern dan area bisnis bsd,afif rediansah ,Bintaro,,Bintaro,50,2,2,699000000.0,0
dijual rumah dijual di kebayoran residence bintaro jaya sektor 7 semi furnish,yulia rachmawati ,Bintaro,,Bintaro,162,5,5,5250000000.0,2
dijual bintaro jaya sektor 9 puri bintaro 10181,wanti ,Bintaro,,Bintaro,160,5,3,2800000000.0,0
dijual rumah dijual 2 lantai cepat cluster cosmo ext bsd tangerang selatan,ceko ,BSD,,,80,3,2,1950000000.0,0
dijual bintaro,indrawaty h ,Bintaro,,Bintaro,110,3,2,1250000000.0,0
dijual discovery alton serah terima tahun ini lokasi dekat rspi bintaro,ivan leo voldo ,Bintaro,,Bintaro,152,5,5,4718000000.0,2
dijual bintaro jaya sektor 9 taman puri bintaro,ika indayanti ,Bintaro,,Bintaro,380,7,8,5500000000.0,2
dijual bintaro jaya sektor 9 taman puri bintaro,ika indayanti ,Bintaro,,Bintaro,368,6,5,7750000000.0,1
dijual bintaro jaya sektor 9 taman puri bintaro,ika indayanti ,Bintaro,,Bintaro,350,5,5,5500000000.0,2
dijual bintaro jaya sektor 9 taman puri bintaro,ika indayanti ,Bintaro,,Bintaro,180,5,4,3850000000.0,2
dijual bintaro jaya sektor 9 taman puri bintaro,ika indayanti ,Bintaro,,Bintaro,200,5,4,5500000000.0,2
dijual di jual melalui lelang luas tanah 169 m2 bangunan 300 m2 bintaro emerald view jln emerald citr,danis ,Bintaro,,Bintaro,300,3,0,2800000000.0,2
dijual bintaro jaya sektor 9 taman puri bintaro,ika indayanti ,Bintaro,,Bintaro,300,5,5,6800000000.0,2
dijual bintaro jaya sektor 9 taman puri bintaro,ika indayanti ,Bintaro,,Bintaro,300,4,4,4200000000.0,2
dijual alam sutera cluster feronia,winata wijaya ,Alam Sutera,,,250,4,3,5100000000.0,2
dijual di jual via lelang perumahan permata pamulang blok g 10 no 22 kel bakti jaya kec setu tangerang se,danis ,Pamulang,Pamulang,,150,3,2,750000000.0,0
dijual di jual via lelang perumahan bintaro jaya blok pb 15 no 2 bintaro jaya 9 tangerang selatan luas t,danis ,Bintaro,,Bintaro,250,3,2,3650000000.0,2
dijual di jual rumah masa kini depan qbig,muklis treo hidayat ,BSD,Serpong,Serpong Utara,84,3,2,850000000.0,0
dijual bsd city,indrawaty h ,BSD,,,200,3,3,4200000000.0,2
dijual the view bintaro lokasi sangat strategis harga mulai 888jutaan,rian ,Bintaro,,Bintaro,72,2,2,888999999.0,0
dijual rumah mewah dp bisa di cicil di pamulang akses dekat toll toll fasilitas umum,ahmad yusuf lubis ,Pamulang,Pamulang,,67,3,2,881000000.0,0
dijual bsd city,indrawaty h ,BSD,,,160,3,3,3250000000.0,0
dijual bintaro jaya sektor 9 discovery 9068,wanti ,Bintaro,,Bintaro,150,4,4,4150000000.000001,2
dijual bintaro jaya,elvy tauchitasari ,Bintaro,,Bintaro,155,5,4,3100000000.0,0
dijual open house rumah baru di kucica sektor 9 bintaro jaya,hasan hadi ,Bintaro,,Bintaro,170,5,4,3100000000.0,0
dijual bintaro,elvy tauchitasari ,Bintaro,,Bintaro,294,5,5,9510000000.0,1
dijual bintaro,elvy tauchitasari ,Bintaro,,Bintaro,248,5,4,7100000000.0,2
dijual bintaro jaya,vivi siregar ,Bintaro,,Bintaro,415,4,3,11000000000.0,1
dijual rumah kebayoran mewah sudah renov siap dihuni rn 9117 dz,shanty suntea ,Bintaro,,Bintaro,300,4,3,8500000000.0,2
dijual bintaro jaya,vivi siregar ,Bintaro,,Bintaro,160,4,3,2900000000.0,0
dijual bintaro jaya,vivi siregar ,Bintaro,,Bintaro,140,3,2,1750000000.0,0
dijual bintaro jaya,vivi siregar ,Bintaro,,Bintaro,300,5,5,5900000000.0,2
dijual clarity house,hendra wijaya ,,Ciputat,Ciputat,140,3,2,2336114160.0,0
