listing-title,agent,area,district,sub-district,land-size,bedroom,bathroom,listing-price,cluster
dijual dijual rumah cluster flamingo hoek gading serpong,adrian ong ,Gading Serpong,Serpong,Serpong,140,3,2,3200000000.0,0
dijual dijual rumah sutera mentari alam sutera,adrian ong ,Alam Sutera,,,250,4,3,7500000000.0,2
dijual canary the spring gading serpong,adrian ong ,Gading Serpong,Serpong,Serpong,180,5,4,3250000000.0,2
dijual cluster kazumi zora bsd,adrian ong ,BSD,,,280,4,4,7800000000.0,2
dijual hunian nyaman dalam cluster di selatan jakarta,agus priyatna ,,Ciputat,Ciputat,65,3,2,1080000000.0,0
dijual bintaro jaya sektor 7,agus christian ,Bintaro,,Bintaro,165,5,4,4000000000.0,2
dijual emerald cove,mr thamrin ,Gading Serpong,Serpong,Serpong,358,4,3,5900000000.0,2
dijual emerald cove,lenysu ,Gading Serpong,Serpong,Serpong,358,4,3,5900000000.0,2
dijual catelya private residence,lenysu ,BSD,,,131,4,4,1400000000.0,0
dijual cluster jade phg gading serpong,adrian ong ,Gading Serpong,Serpong,Serpong,450,4,4,6500000000.0,1
dijual rumah 2 lantai pondok cabe,jaka mardaya ,Pamulang,Pamulang,,144,5,2,2000000000.0,0
dijual graha hijau 2 tanggerang selatan,m rizky maulana ,BSD,,,194,3,3,2500000000.0,0
dijual arcadia village gading serpong,adrian ong ,Gading Serpong,Serpong,Serpong,50,3,3,825000000.0,0
dijual dijual rumah baru vanya park cluster askara,vanny ,BSD,,,123,3,2,3200000000.0,0
dijual dijual rumah rapi 2 lantai alam sutera serpong as00019,jennifer ,Alam Sutera,,,372,5,4,7500000000.0,1
dijual illustria the eminent bsd,adrian ong ,BSD,,,92,3,2,2500000000.0,0
dijual dijual rumah semi furnised rapi alam sutera serpong as00018,jennifer ,Serpong,Serpong,Serpong Utara,200,4,3,8000000000.0,2
dijual cluster virginia gading serpong,desinta ,Gading Serpong,Serpong,Serpong,60,1,2,1300000000.0,0
dijual rumah trendy dalam cluster baru di u ville bintaro js 10564 m,shanty suntea ,Bintaro,,Bintaro,78,3,2,2150000000.0,0
dijual rumah bagus minimalis di sektor 9 bintaro jaya gb 10576m,shanty suntea ,Bintaro,,Bintaro,200,5,3,2700000000.0,2
dijual rumah manis dan cantik di serpong,teguh eri wibowo ,Serpong,Serpong,Serpong,140,3,3,1950000000.0,0
dijual dijual rumah strategis di bintaro sektor 5 1342 mi,meily ,Bintaro,,Bintaro,150,4,2,2000000000.0,0
dijual cluster caelus bsd,adrian ong ,BSD,,,248,5,5,5300000000.0,2
dijual rumah asri 2 lantai 3 kamar tidur di trulek bintaro jaya sc 9436 m,shanty suntea ,Bintaro,,Bintaro,175,3,3,2500000000.0,0
dijual rumah dijual di sektor 9 bintaro jaya permata ry,meily ,Bintaro,,Bintaro,135,4,2,2500000000.0,0
dijual rumah dijual di pondok ranji ciputat timur,meily ,,Ciputat,Ciputat,104,3,2,1500000000.0,0
dijual rumah murah samara village 6x12 paramount gading serpong murah,maria ,Gading Serpong,Serpong,Serpong,65,3,2,1300000000.0,0
dijual sutera aruna alam sutera,adrian ong ,Alam Sutera,,,233,5,5,5300000000.0,2
dijual exclusive home cantik dan tenang di kebayoran symphony bintaro sc 9437 m,shanty suntea ,Bintaro,,Bintaro,244,4,3,4990000000.0,2
dijual rumah alam sutera brand new onyx 3lt mewah,sugandi lim ,Alam Sutera,,,540,4,4,7670000000.0,1
dijual cluster sutera victoria alam sutera,adrian ong ,Alam Sutera,,,400,5,4,6500000000.0,2
dijual rumah turun harga 700 jutaan di kebayoran essence bintaro gb 9439 m,shanty suntea ,Bintaro,,Bintaro,216,4,3,4600000000.0,2
dijual dijual rumah di cluster lavender gading serpong,cinthia ,Gading Serpong,Serpong,Serpong,200,5,4,3950000000.0,2
dijual dijual catalina gading serpong,cinthia ,Gading Serpong,Serpong,Serpong,36,2,1,750000000.0,0
dijual rumah di perumahan the green bsd,maria hanny ,BSD,,,300,7,4,4100000000.0,2
dijual the symphony,metiawan ,Serpong,Serpong,Serpong,62,3,2,1119500000.0,0
dijual jual rumah bsd cluster amarine the mozia cakep rapi,maria ,BSD,,,95,3,2,2100000000.0,0
dijual rumah hook dijual cepat aman nyaman dan siap huni cluster keia the zora bsd harganya turun nego,handiyono sunandjaja ,BSD,,,195,5,6,5700000000.0,2
dijual rumah brand new dijual cepat aman nyaman di nusa loka bsd harga nego,handiyono sunandjaja ,BSD,,,100,3,2,1650000000.0,0
dijual rumah 5 kamar sirkulasi bagus di menteng bintaro 9908 dm 08111119245,lucy rachmala ,Bintaro,,Bintaro,400,5,3,8250000000.0,1
dijual rumah furnished kualitas tinggi di camar bintaro 9916 gb 08111119245,lucy rachmala ,Bintaro,,Bintaro,290,3,3,4900000000.0,2
dijual anggrek loka graha raya,m rizky maulana ,Serpong,Serpong,Serpong Utara,200,4,3,3300000000.0,2
dijual american classic style,m rizky maulana ,,Ciputat,Ciputat,145,4,4,1800000000.0,0
dijual dijual rumah di bintaro tangerang selatan murah,wiji budiawan ,Bintaro,,Bintaro,50,2,1,700000000.0,0
dijual graha raya bintaro,frankie t ,Serpong,Serpong,Serpong Utara,180,5,3,1800000000.0,0
dijual bintaro sektor 5,shary ,Bintaro,,Bintaro,90,2,2,2100000000.0,0
dijual jual rumah secondary siap huni di bintaro sektor 9 lokasi strategis,zumi mahmud ,Bintaro,,Bintaro,180,4,4,5500000000.0,2
dijual dijual cepat rumah siap huni lokasi 2 menit ke tol bsd harga nego,adhitya narendra dwipa ,BSD,,,150,5,4,2420000000.0,0
dijual dijual rumah siap huni dengan kolam renang pribadi di bintaro sektor 9 tangerang selatan,melda dahmin ,Bintaro,,Bintaro,500,8,5,9000000000.0,1
dijual bintaro sektor 2 rumah dijual mi,hendra hartono ,Bintaro,,Bintaro,200,5,3,3500000000.0,2
dijual serua ciputat tangerang selatan,alfons ,,Ciputat,Ciputat,400,5,4,5500000000.0,2
dijual serua ciputat,dewi ,,Ciputat,Ciputat,220,5,3,1600000000.0,0
dijual jual rumah seken terawat siap huni di pamulang tangerang selatan harga all in bisa kpr,astried ,Pamulang,Pamulang,,70,3,2,925000000.0,0
dijual rumah dijual mewah di kanade the zora bsd,evi yanthy ,BSD,,,485,5,5,14430000000.0,1
dijual hunian brand new bagus di sektor 9 bintaro jaya 2 5 m 2997 oc,roni ,Bintaro,,Bintaro,155,4,4,2500000000.0,0
dijual dijual rumah minimalis terawat di cluster favorite bintaro jaya sektor 9 tangerang selatan,melda dahmin ,Bintaro,,Bintaro,120,3,2,1700000000.0,0
dijual rumah hommy di sektor 9 bintaro jaya 3 5 m 2989 oc,roni ,Bintaro,,Bintaro,182,3,3,3500000000.0,2
dijual rumah 1 lantai di sektor 5 bintaro jaya 3 8 m 2983 oc,roni ,Bintaro,,Bintaro,150,2,1,3800000000.0,0
dijual jalan mandar utama bintaro,dewi ,Bintaro,,Bintaro,450,10,10,6000000000.0,1
dijual dijual rumah 2 lantai di pondok cabe tangerang selatan lokasi strategis,yakin muji ali ,Pamulang,Pamulang,,65,2,1,1080000000.0,0
dijual rumah siap huni di sektor 9 bintaro jaya 2 5 m 2968 oc,roni ,Bintaro,,Bintaro,125,3,2,2500000000.0,0
dijual gading serpong sektor 1 e,agnes ,Gading Serpong,Serpong,Serpong,396,5,5,8500000000.0,1
dijual dijual rumah baru di bsd cluster nusa loka kota tangerang selatan banten 15310,lily winarti kemalia ,BSD,,,95,3,2,1600000000.0,0
dijual sektor 1 gading serpong tangerang,rosliana ,Gading Serpong,Serpong,Serpong,90,3,2,1900000000.0,0
dijual rumah unik semi furnished di discovery fiore bintaro gb 10373,gebie ,Bintaro,,Bintaro,160,3,3,4300000000.0,2
dijual rumah 2 lantai jalan akses lebar di sektor 4 bintaro jaya sc 10419,gebie ,Bintaro,,Bintaro,100,3,2,1500000000.0,0
dijual bintaro,lim fina ,Bintaro,,Bintaro,300,6,6,5900000000.0,2
dijual rumah mewah siap huni di sektor 7 bintaro lr 9120 rd,roni ,Bintaro,,Bintaro,600,3,3,5800000000.0,1
dijual rumah siap huni di sektor 9 bintaro jaya dr 9136 rd,roni ,Bintaro,,Bintaro,120,3,1,2500000000.0,0
dijual rumah 2 lantai siap huni di sektor 7 gb 6624 ry,roni ,Bintaro,Pondok Aren,Pondok Aren,160,4,3,3800000000.0,2
dijual rumah minimalis dalam cluster di sektor 9 bintaro jaya dm 9181 rd,roni ,Bintaro,,Bintaro,41,2,1,1500000000.0,0
dijual rumah minimalis siap huni dalam cluster di bintaro sektor 9 sc 9207rd,roni ,Bintaro,,Bintaro,90,3,3,2600000000.0,0
dijual stasiun pondok ranji,berlantin ,,Ciputat,Ciputat,152,4,3,2300000000.0,0
dijual rumah sudah renov di bintaro sektor 2 dekat tol bsd luas 310 m2 wm5445 sn,shanty suntea ,Bintaro,,Bintaro,250,5,4,3500000000.0,2
dijual rumah siap huni dalam cluster premium di sektor 7 my 6612 ry,roni ,Bintaro,,Bintaro,114,3,2,4500000000.0,0
dijual dijual rumah baru minimalis siap huni di bintaro sektor 9,anda ,Bintaro,,Bintaro,200,4,4,3000000000.0,2
dijual cluster jade phg gading serpong,chynthia susanto ,Gading Serpong,Serpong,Serpong,450,4,4,6500000000.0,1
dijual dijual cepat rumah siap huni di navapark bsd tangerang selatan,sandra ,BSD,,,285,3,3,8700000000.0,2
dijual bsd tangerang,edo hendra ,BSD,,,128,4,4,3400000000.0,0
dijual cluster chalcedony,chynthia susanto ,Gading Serpong,Serpong,Serpong,300,5,4,6250000000.0,2
dijual rumah brand new siap huni di sektor 9 bintaro sc 9212 rd,roni ,Bintaro,,Bintaro,133,3,2,2000000000.0,0
dijual pondok kacang barat,raya jordi ,,Pondok Aren,Pondok Aren,150,2,1,14000000.0,0
dijual rumah baru 2 lantai di griya loka bsd city,euis ekaputri ,BSD,,,190,5,6,3200000000.0,2
dijual komplek grand bintaro asri,yolanda ,Bintaro,,Bintaro,66,3,2,1375000000.0,0
dijual bintaro rumah siap huni di bintaro sektor 2 lingkungan nyaman,iskandar ,Bintaro,,Bintaro,100,3,1,1950000000.0,0
dijual bintaro jaya sektor 9,indah surya w ,Bintaro,,Bintaro,200,5,4,2900000000.0,2
dijual cluster emerald bintaro,wira mohamad ,Bintaro,,Bintaro,250,4,3,3000000000.0,2
dijual rumah welton at hiera bsd city start 2m,gaspro ,,Pondok Aren,Pondok Aren,118,2,2,2400000000.0,0
dijual rumah welton at hiera bsd city start 2m dekat cimory land jatim park,gaspro ,BSD,,,118,2,2,2400000000.0,0
dijual dijual rumah semi furnished di bintaro,christine lusiana sihombing ,Bintaro,,Bintaro,150,3,3,2700000000.0,0
dijual serpon lagoon,luca rimba liotez ,Serpong,Serpong,Serpong,60,2,2,1000000000.0,0
dijual graha raya bintaro tangerang selatan,andreas purwadi ,Bintaro,,Bintaro,150,3,2,1500000000.0,0
dijual dijual rumah brand new sedang renovasi di bintaro jaya sektor 9,roni ,Bintaro,,Bintaro,300,5,4,6400000000.0,2
dijual caribbean flamingo springs summarecon serpong dekat mall pasar rs,gaspro ,Gading Serpong,Serpong,Serpong,132,3,3,2940000000.0,0
dijual dijual cepat rumah lancewood navapark type 10 bsd city,fanny beatrix ,BSD,,,325,5,5,8100000000.0,2
dijual cluster enchante residence bsd city,ridwan abdullah ,BSD,,,398,7,9,10064092000.0,1
dijual hunian cantik hommy 1 lantai di graha bintaro harga nego sc5431 sn,shanty suntea ,Bintaro,,Bintaro,56,3,2,1500000000.0,0
dijual cluster golden bintaro 699 jta dp0 angsuran 15 tahun flat,ibnu abdullah ,Bintaro,Pondok Aren,Pondok Aren,45,3,2,699000000.0,0
dijual rumah di bintaro kasuari sektor 9 bintaro lt 144 m,nia utania ,Bintaro,,Bintaro,120,4,2,2500000000.0,0
dijual komplek green bintaro,luca rimba liotez ,Bintaro,Ciputat,Ciputat,70,2,2,1680000000.0,0
dijual lakewood navapark bsd,ruben gunadi ,BSD,,,418,7,5,15500000000.0,1
dijual villa melati mas serpong,marthawati setyowati ,Serpong,Serpong,Serpong,120,4,4,2000000000.0,0
dijual cirendeu tangerang selatan,hary surahman ,,Ciputat,Ciputat,140,3,3,2100000000.0,0
dijual les belles maisons,marthawati setyowati ,Serpong,Serpong,Serpong Utara,300,5,6,6500000000.0,2
dijual rumah 2 lantai 3 kamar residence one tangerang selatan,marthawati setyowati ,Serpong,Serpong,Serpong Utara,100,4,3,1750000000.0,0
dijual alam sutera palmyra,marthawati setyowati ,Alam Sutera,,,500,9,5,7200000000.0,1
dijual the green bsd,marthawati setyowati ,BSD,,,320,5,4,4350000000.0,2
dijual bsd the green,robby ,BSD,,,340,5,4,6500000000.0,2
dijual dijual cepat rumah siap huni rumah lokasi bagus dan sangat strategis di griya asri jelupang tanger,fanny beatrix ,Serpong,Serpong,Serpong Utara,100,3,2,850000000.0,0
dijual griya loka bsd city,tita tresnawati ,Serpong,Serpong,Serpong,110,4,3,2275000000.0,0
dijual rumah mewah di bintaro jaya sektor 9 sudah 3 lantai turun harga,toyo ,Bintaro,,Bintaro,425,9,7,6000000000.0,1
dijual dijual rumah di griya bintaro estate,lys damayanti ,,Ciputat,Ciputat,40,2,1,1500000000.0,0
dijual dijual rumah dengan lingkungan nyaman siap huni kawasan bintaro wn 0568ec,wilma ,Bintaro,,Bintaro,150,4,3,3700000000.0,0
dijual anggrek loka graha raya bintaro,lilie ,Bintaro,,Bintaro,260,6,3,2250000000.0,2
dijual anggrek loka graha raya bintaro,lilie ,Bintaro,,Bintaro,275,4,2,2300000000.0,2
dijual anggrek loka graha raya bintaro,lilie ,Bintaro,,Bintaro,159,3,2,2300000000.0,0
dijual dijual rumah siap huni di kepodang bintaro jaya sektor 2 terawat,toyo ,Bintaro,,Bintaro,100,4,3,2200000000.0,0
dijual komp telkom griya satwika ciputat rumah bagus siap huni,filen ,,Ciputat,Ciputat,170,5,3,2500000000.0,0
dijual taman telaga golf,widyastuti setyaningrum ,BSD,Serpong,Serpong,800,5,7,15000000000.0,1
dijual rumah dijual cepat strategis siap huni cluster ritzone the icon bsd city,edi ajang ,BSD,,,160,5,4,4500000000.0,2
dijual rumah dijual cepat strategis cluster askara vanya park bsd city,edi ajang ,BSD,,,96,3,3,2200000000.0,0
dijual rumah dijual cepat strategis cluster cosmo the icon bsd city,edi ajang ,Serpong,Serpong,Serpong,88,3,3,2390000000.0,0
dijual dijual rumah mewah di bintaro jaya sektor 9 turun harga,toyo ,Bintaro,,Bintaro,130,4,3,2400000000.0,0
dijual dijual cepat rumah siap huni lokasi bagus dan sangat strategis di graha raya tangsel,fanny beatrix ,Bintaro,,Bintaro,70,2,1,700000000.0,0
dijual jual cepat rumah idaman siap huni bisa kpr di palem puri 1 ciputat,astried ,,Ciputat,Ciputat,82,3,3,1360000000.0,0
dijual dijual rumah bagus dan nyaman siap huni kawasan bintaro wn 0566ec,wilma ,Bintaro,,Bintaro,285,7,6,7700000000.0,2
dijual dijual rumah usaha di ciputat timur kompas pondok ranji,toyo ,,Ciputat,Ciputat,180,10,9,18000000000.0,1
dijual dijual rumah asri siap huni di bintaro jaya sektor 2,toyo ,Bintaro,,Bintaro,110,3,2,1550000000.0,0
dijual bintaro jaya,nelfi tanjung ,Bintaro,,Bintaro,300,6,4,4450000000.0,2
dijual rumah siap huni luas tanah besar di pondok aren tangerang selatan,toyo ,Bintaro,,Bintaro,150,5,5,2800000000.0,0
dijual rumah di jual di mazenta residence at bintaro dekat tol pondok aren,alfons ,,Ciputat,Ciputat,83,3,2,2100000000.0,0
dijual rumah dijual di nusaloka dekat akses tol sekolah pasmod stasiun ka,alfons ,Serpong,Serpong,Serpong,130,3,2,2000000000.0,0
dijual rumah dijual primary di kawasan discovery bintaro lokasi strategis,alfons ,Bintaro,,Bintaro,152,4,4,4400000000.0,2
dijual dijual rumah di pondok jaya bintaro sektor 5 tangerang selatan,gatot saharso ,Bintaro,,Pondok Jaya,350,7,5,3800000000.0,2
dijual rumah dijual minimalis dan bagus di discovery bintaro dekat akses tol,alfons ,Bintaro,,Bintaro,170,4,3,4000000000.0,2
dijual rumah cantik dijual keren dekat qbig tol serbaraja aeon mal dll,alfons ,BSD,,,177,4,4,5000000000.0,2
dijual rumah dijual cantik bagus cluster baru di gading serpong paramount,alfons ,Gading Serpong,Serpong,Serpong,150,3,3,3400000000.0,0
dijual rumah dijual siap huni dengan design modern minimalis lokasi bagus,alfons ,BSD,,,130,3,3,2100000000.0,0
dijual rumah dijual elegant mewah di de park bsd fully furnished renovated,alfons ,BSD,,,500,6,4,12500000000.0,1
dijual rumah dijual siap huni rapih dekat kemana mana di alegria park bsd,alfons ,BSD,,,155,4,3,2600000000.0,0
dijual rumah dijual cantik siap huni di cluster flamine discovery bintaro,alfons ,Bintaro,,Bintaro,220,4,3,3700000000.0,2
dijual dijual rumah minimalis dalam cluster siap huni kawasan serpong wn 0559ec,wilma ,Serpong,Serpong,Serpong,106,3,2,2100000000.0,0
dijual villa bintaro regency,tito prasetyo ,Bintaro,,Bintaro,344,5,4,4500000000.0,2
dijual dijual rumah di pondok jaya bintaro sektor 5 tangerang selatan,sardan ,Bintaro,,Pondok Jaya,350,7,5,3800000000.0,2
dijual cluster enchante residence bsd city,ridwan abdullah ,BSD,,,480,7,9,13742644.0,2
dijual dipasarkan rumah di cluster premium di foresta bsd city,euis ekaputri ,BSD,,,290,5,5,6000000000.0,2
dijual gading serpong,feri ,BSD,,,100,2,2,2000000000.0,0
dijual dijual rumah cantik rapi dan siap huni di gading serpong emerald cove gsec0001,jennifer ,Gading Serpong,Serpong,Serpong,358,6,3,5900000000.0,2
dijual dijual rumah rapi dan siap huni di serpong park sp00009,jennifer ,BSD,,,100,3,2,1000000000.0,0
dijual dijual rumah cantik dan siap huni regensi melati mas rm00016,jennifer ,Serpong,Serpong,Serpong Utara,350,5,0,3500000000.0,2
dijual dijual rumah rapi dan siap huni di foresta bsd f00002,jennifer ,BSD,,,324,6,5,4200000000.0,2
dijual dijual rumah cantik rapi di cluster sevilla bsd kl0002,jennifer ,BSD,,,198,5,4,3800000000.0,2
dijual dijual rumah di regensi melati mas rm20007,jennifer ,BSD,,,45,2,1,800000000.0,0
dijual jual rumah premium mewah gading serpong cluster matera,iwan ,Gading Serpong,Serpong,Serpong,342,5,4,7500000000.0,2
dijual dijual rumah lokasi di palem puri residence,minnie maria ,Bintaro,,Bintaro,264,3,4,3700000000.0,2
dijual dijual cepat rumah cimandiri bintaro sektor 8,minnie maria ,Bintaro,,Bintaro,400,4,3,4500000000.0,2
dijual dijual rumah dgn kavling yg cukup luas belakang lokasi jalan raya selain hunian cocok untk ruko da,minnie maria ,Bintaro,,Bintaro,550,4,3,10000000000.0,1
dijual graha bintaro,fajar triadi ,Bintaro,,Bintaro,250,5,4,2750000000.0,2
dijual dijual rumah di cluster verdant view the icon bsd,siensien ,BSD,,,115,3,3,3880000000.0,0
dijual rumah murah fresco virginia strategis terbaik di gading serpong,netti rismawati ,Gading Serpong,Serpong,Serpong,41,2,2,835200000.0,0
dijual brand new house bintaro selangkah krl pondok ranji,faizal amir ,,Pondok Aren,Pondok Aren,107,3,3,1750000000.0,0
dijual ruma priva by ruma id selangkah mrt lebak bulus,faizal amir ,,Ciputat,Ciputat,72,3,2,1300000000.0,0
dijual dijual rumah tinggal di jl jeruk limo pamulang estate,minnie maria ,Pamulang,Pamulang,,90,3,1,950000000.0,0
dijual brand new rempoa modern classic,faizal amir ,,Ciputat,Ciputat,105,3,3,2000000000.0,0
dijual graha taruma cirendeu,faizal amir ,Cirendeu,Ciputat,Ciputat,100,2,2,1800000000.0,0
dijual pupuk kaltim green house,willy steven ,Pamulang,Pamulang,,120,3,3,3500000000.0,0
dijual dijual hunian nano town 4 tipe newton,ayu putri ,Pamulang,Pamulang,,52,2,2,1049400000.0,0
dijual delatinos bahamas bsd city,yanti lisa ,BSD,,,370,5,6,6000000000.0,2
dijual hunian premium untuk kualitas fleksibilitas dan kenyamanan,faizal amir ,Bintaro,,Bintaro,132,3,2,1580000000.0,0
dijual dijual rumah di cluster illago gading serpong,siensien ,Gading Serpong,Serpong,Serpong,349,5,5,6800000000.0,2
dijual rumah modern mewah bintaro sektor 9,faizal amir ,Bintaro,,Bintaro,250,4,4,5600000000.0,2
dijual dijua rumah di jln murai kampung sawah lama ciputat tangsel,minnie maria ,,Ciputat,Ciputat,240,4,1,1550000000.0,2
dijual dijual rumah cut nyak din ff jual 6 5 m nego,minnie maria ,Bintaro,,Bintaro,330,4,3,6000000000.0,2
dijual dijual gading serpong sektor 6 jalur 2 mobil,minnie maria ,Gading Serpong,Serpong,Serpong,45,2,1,850000000.0,0
dijual dijual murah rumah luas siap huni di bintaro,mei utami ,Bintaro,,Bintaro,227,5,5,6500000000.0,2
dijual for sale rumah minimalis puri bintaro jaya sektor 9,mei utami ,Bintaro,,Bintaro,200,5,4,4200000000.0,2
dijual cluster michelia centro gading serpong,lince setiawan ,Gading Serpong,Serpong,Serpong,150,5,3,2800000000.0,0
dijual dijual rumah 2 lantai siap huni di bintaro jaya,mei utami ,Bintaro,,Bintaro,110,4,2,2100000000.0,0
dijual hot deals rumah murah dari sekitar di river park bintaro 10477 sc,fanta r tan ,Bintaro,,Bintaro,155,3,3,4000000000.0,2
dijual bintaro tangsel,tika ,Bintaro,,Bintaro,41,2,1,1690000000.0,0
dijual de latinos bsd,titi setiawati ,BSD,,,125,3,3,2500000000.0,0
dijual the green cluster bellagio,titi setiawati ,BSD,,,255,4,3,5700000000.0,2
dijual rumah murah alam sutera dalam cluster elite,ryan ,Alam Sutera,,,180,4,3,3700000000.0,2
dijual jual rumah kelapa dua tangerang kano raya dekat gading serpong dan mall summarecon,ivan janitra ,Gading Serpong,Serpong,Serpong,300,4,3,2250000000.0,2
dijual dijual rumah rempoa ciputat timur,julia halim ,,Ciputat,Ciputat,250,4,3,2850000000.0,2
dijual dijual hunian 2 lantai lokasi strategis daerah pamulang tangerang selatan,anah ,Pamulang,Pamulang,,72,3,2,900000000.0,0
dijual bintaro tangsel,tika ,,Pondok Aren,Pondok Aren,180,3,2,1425000000.0,0
dijual dijual rumah bagus 3 lt siap huni di taman pondok cabe tangerang selatan,wachyu hidayat ,,Ciputat,Ciputat,110,5,2,1500000000.0,0
dijual rumah murah mewah dekat stasiun mrt lebak bulus,zainal arif ,,Ciputat,Ciputat,127,3,2,2300000000.0,0
dijual jual rumah 2 lantai bagus siap survey di sektor 9 bintaro 10487 sc,fanta r tan ,Bintaro,,Bintaro,96,5,3,2500000000.0,0
dijual villa gunung lestari,wawan ristiawan ,,Ciputat,Ciputat,190,4,3,2300000000.0,0
dijual dijual rumah 2 lantai konsep tropis bonus canopy di serpong,anah ,Serpong,Serpong,Serpong,72,3,2,900000000.0,0
dijual dijual rumah tropis 2 lantai free surat surat akses dekat pamulang,anna ,Pamulang,Pamulang,,72,3,2,900000000.0,0
dijual jual rumah hook sederhana 2 lantai di sektor 9 bintaro jaya 10496 sc,fanta r tan ,Bintaro,,Bintaro,200,4,3,3300000000.0,2
dijual graha raya,tika ,,Pondok Aren,Pondok Aren,45,2,2,1350000000.0,0
dijual dijual rumah full furnish 3 lantai siap huni di gading serpong,mei utami ,Gading Serpong,Serpong,Serpong,288,4,4,2800000000.0,2
dijual rumah mewah exclusive fully furnished 2 lantai di bintaro sektor 9,mei utami ,Bintaro,,Bintaro,168,3,3,4400000000.0,2
dijual dijual rumah full furnish 3 lantai siap huni di gading serpong,mei utami ,Gading Serpong,Serpong,Serpong,288,4,4,2800000000.0,2
dijual rumah 3 kamar 2 t minimalis siap huni di discovery cielo 10497 my,fanta r tan ,Bintaro,,Bintaro,115,3,2,2350000000.0,0
dijual baroni rumah keren idaman keluarga di summarecon serpong,netti rismawati ,Gading Serpong,Serpong,Serpong,102,4,2,2340970000.0,0
dijual dijual cepat rumah luas siap huni deket transmart bintaro,mei utami ,Serpong,Serpong,Serpong Utara,80,3,2,1200000000.0,0
dijual dijual rumah 2 lantai ada kolam renang 5 juta all in akses pamulang,rudi wahrudi ,Pamulang,Pamulang,,72,3,2,900000000.0,0
dijual dijual murah rumah siap huni di discovery bintaro,mei utami ,Bintaro,,Bintaro,110,4,3,2500000000.0,0
dijual dijual rumah bagus lokasi dekat tol perigi bintaro,mei utami ,,Pondok Aren,Pondok Aren,48,3,1,995000000.0,0
dijual dijual murah rumah luas lokasi strategis di graha raya,mei utami ,Serpong,Serpong,Serpong Utara,72,2,2,1100000000.0,0
dijual jual cepat harga bu rumah besar dekat mall sms,iwan ,Gading Serpong,Serpong,Serpong,300,5,3,2240000000.0,2
dijual dijual rumah kucica bintaro siap survey hadap selatan 8574 sc,fanta r tan ,Bintaro,,Bintaro,150,2,2,2300000000.0,0
dijual dijual rumah 1 5 lt siap huni di perumahan area ciater serpong tangerang selatan,wachyu hidayat ,Pamulang,Pamulang,,122,4,4,1199000000.0,0
dijual rumah murah dekat stasiun sudimara dan akses tol bintaro,suharto gunadis ,,Ciputat,Ciputat,55,2,1,375000000.0,0
dijual dijual cepat rumah siap huni tanah luas dekat stasiun mrt lebak bulus,suharto gunadis ,Pamulang,Pamulang,Benda,70,5,2,1300000000.0,0
dijual gading serpong,feri ,Gading Serpong,Serpong,Serpong,119,3,3,2400000000.0,0
dijual cirendeu,arif ,,Ciputat,Ciputat,174,4,4,2450000000.0,0
dijual ruma priva,arif ,,Ciputat,Ciputat,72,3,2,1348000000.0,0
dijual cirendeu,arif ,,Ciputat,Ciputat,84,2,2,1300000000.0,0
dijual rempoa,arif ,,Ciputat,Ciputat,84,3,2,1900000000.0,0
dijual bintaro jaya,arif ,Bintaro,,Bintaro,150,5,2,2900000000.0,0
dijual eonna korean town cluster aerra bsd,suparman ,BSD,,,192,4,4,4800000000.0,2
dijual rumah dijual perumahan serpong lagoon kranggan setu tangerang selatan banten,suparman ,,Setu,,39,2,1,580000000.0,0
dijual dijual rumah di bsd puspitaloka turun harga siap huni,ratih widowati ,BSD,,,180,4,4,2700000000.0,0
dijual serpong jaya,ida ,Serpong,Serpong,Serpong,95,3,2,1100000000.0,0
dijual rumah fresco dekat rumah sakit mall summarecon serpong,antoni ,Gading Serpong,Serpong,Serpong,41,2,2,840000000.0,0
dijual puri flamboyan ciputat timur tangerang selatan,dewi ,,Ciputat,Ciputat,200,4,4,1500000000.0,0
dijual lavanya ammarila the avani bsd,deven baldwin ,BSD,,,185,5,5,3750000000.0,2
dijual sutera flamboyan alam sutera,ari ,Alam Sutera,,,100,4,1,1800000000.0,0
dijual rumah dijual di pamulang permai,eko nugroho ,Pamulang,Pamulang,,180,3,3,1250000000.0,0
dijual rumah mewah di de latinos bsd,ratih widowati ,BSD,,,527,4,4,10000000000.0,1
dijual rumah besar cocok untuk kost strategis murah di ciputat,rosalia ,,Ciputat,Ciputat,250,4,2,3000000000.0,2
dijual rumah 2 lantai desain modern bonus canopy dekat pamulang tangsel,hana ,Pamulang,Pamulang,,72,3,2,900000000.0,0
dijual booking 5 juta dapat promo rumah 2 lantai akses mudah dekat pamulang,anah ,Pamulang,Pamulang,,72,3,2,900000000.0,0
dijual dijual hunian 2 lantai free biaya surat surat akses mudah dekat pamulang,berlin ,Pamulang,Pamulang,,72,3,2,900000000.0,0
dijual dijual termurah rumah di cluster catalina gading serpong tangerang,ade pratama ,Gading Serpong,Serpong,Serpong,50,2,1,650000000.0,0
dijual rumah 2 lantai bonus canopy akses dekat universitas pamulang puspitek,hanna ,Pamulang,Pamulang,,72,3,2,900000000.0,0
dijual di jual rumah mewah murah di bintaro jaya sektor 2 tangerang selatan,gatot saharso ,Bintaro,,Bintaro,314,5,4,3900000000.0,2
dijual bintaro sektor 9,muhammad nur ,Bintaro,,Bintaro,350,5,6,7500000000.0,2
